,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
450,450,675761,1926,2612,paterson,2016,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Nellie, Rizwan Manji",paterson,2016,Jim Jarmusch,"Adam Driver, Golshifteh Farahani, Barry Shabaka Henley, Chasten Harmon, William Jackson Harper, Brian McCarthy, Luis Da Silva Jr., Jared Gilman, Kara Hayward, Method Man, Sterling Jerins, Jaden Michael, Masatoshi Nagase, Nellie, Rizwan Manji, Dominic Liriano, Frank Harts, Johnnie Mae, Trevor Parham, Troy Parham, Kacey Cockett, Helen-Jean Arthur, Joan Kendall, Owen Asztalos, Jorge Vega, Sophia Muller",1
0,0,2901,2450,6,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Tommy Lee Jones, Dianna Agron, John D'Leo, Kresh Novakovic",1
201,201,312795,1447,1250,the longest ride,2015,George Tillman Jr.,"Scott Eastwood, Britt Robertson, Alan Alda, Jack Huston",the vault,2017,Dan Bush,"James Franco, Taryn Manning, Francesca Eastwood, Scott Haze, Q'Orianka Kilcher, Jeff Gum, Clifton Collins Jr.",0
368,368,549416,2730,2155,the young offenders,2016,Peter Foott,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale",the equalizer,2014,Antoine Fuqua,"Denzel Washington, Marton Csokas, ChloÂ« Grace Moretz, David Harbour, Bill Pullman, Melissa Leo, Haley Bennett, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike P. O'Dea, Anastasia Mousis, Allen Maldonado, Chris Lemieux, Mike Morrell, Matt Lasky, Shawn Fitzgibbon, Vitaliy Shtabnoy, Timothy John Smith, Timothy Smith, Robert Wahlberg, Steve Sweeney, Owen Burke, Luz Sanchez, John Romauldi, Johnny Messner, Patrick Coppola, William Xifaras, Jenny Johnson, Peter Haydu, Tait Fletcher, Mark Stefanich, Dan Bilzerian, Matthew Leonard, Elisala Baker, Yan Dron",0
435,435,665866,616,2562,the hunger games: catching fire,2013,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Philip Seymour Hoffman",the hunger games: catching fire,2013,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson, Donald Sutherland, Philip Seymour Hoffman, Elizabeth Banks, Stanley Tucci, Jena Malone, Jeffrey Wright, Willow Shields, Paula Malcomson, Lenny Kravitz, E. Robert Mitchell, Amanda Plummer, Toby Jones, Lynn Cohen, Patrick St. Esprit, Meta Golding, Bruce Bundy, Bruno Gunn, Alan Ritchson, Maria Howell, Stephanie Leigh Schlund, Sam Claflin, Jack Quaid, Taylor St. Clair, Sandra Ellis Lafferty, Afemo Omilami, Kimberley Drummond, Deena Beasley, Leon Lamar, Mandy Neuhaus, Erika Bierman, Wilbur Fitzgerald, Jill Jane Clements, James Sutton, Megan Hayes, Stef Dawson, James Logan, Judd Derek Lormand, Maria Elena Sanchez, John Casino, Marian Green, Daniel Bernhardt, Ravi Naidu, Franco Castan",1
98,98,149063,965,570,the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones",the longest ride,2015,George Tillman Jr.,"Scott Eastwood, Britt Robertson, Alan Alda, Oona Chaplin, Jack Huston, Melissa Benoist, Lolita Davidovich, Gloria Reuben, Amber Chaney, Brett Edwards, Hayley Lovitt, Michael Lowry, Elea Oberon, Kate Forbes, Tiago Riani, Danny Vinson, Tracey Bonner, Jaret Sears, Hunter Burke, Ash Taylor, Matt McHugh, Jon Stafford, Gina Herron, Floyd Herrington, Joy Jacobson, Naomi Eckhaus, Amy Parrish, Peter Jurasik, Karen Labbe, Barry J. Ratcliffe, George Tillman Jr.",0
349,349,523279,2654,2064,the front runner,2018,Jason Reitman,"Hugh Jackman, Vera Farmiga, Courtney Ford, J.K. Simmons",the accountant,2016,Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons, Jon Bernthal, Jeffrey Tambor, Cynthia Addai-Robinson, John Lithgow, Jean Smart, Andy Umberger, Alison Wright, Jason A. Davis, Robert C. Treveiler, Mary Kraft, Seth Lee (II), Jake Presley, Izzy Fenech, Ron Prather, Susan Williams, Gary Basaraba, Fernando Chien, Alex Collins, Tait Fletcher, Curtis Lyons, Buster Reeves, Ron Yuan, Sheila Maddox, Malachi Malik, Gregory Alan Williams, Kelly Collins Lintz, Jason MacDonald, Victor McCay, Michael Beasley, Viviana Chavez, Greg Sproles, Alex Huynh, Jade Halley Bartlett, Joe Hardy Jr., Roman Spink, Rick Moose, Nick Arapoglou, Angela Davis, Eric Goins, David Devries, Nicholas Martin, Samantha Janco, Joseph Levine, Christian Mendoza, Zachary James Rukavina, Robert T. McKnight ll, Angel Giuffria, Robert Kistenberg, Robert Hatch",0
304,304,443602,925,1776,hunt for the wilderpeople,2016,Taika Waititi,"Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House",hunt for the wilderpeople,2016,Taika Waititi,"Julian Dennison, Sam Neill, Rima Te Wiata, Rachel House, Oscar Kightley, Rhys Darby, Stan Walker, Cohen Holloway, Mike Minogue, Troy Kingi, Tioreore Ngatai-Melbourne, Taika Waititi, Hamish Parkinson, Stu Giles, Lloyd Scott, Selina Woulfe, Mabelle Dennison, Sonia Spyve, Timothy Herbert, John Campbell, Mihingarangi Forbes, Nadine Chalmers Ross, Sam Wallace",1
497,497,754249,329,2912,the emoji movie,2017,Tony Leondis,"T.J. Miller, James Corden, Anna Faris, Maya Rudolph",the loft,2015,Erik Van Looy,"Karl Urban, James Marsden, Wentworth Miller, Eric Stonestreet, Matthias Schoenaerts, Robert Wisdom, Isabel Lucas, Rachael Taylor, Rhona Mitra, Valerie Cruz, Kali Rocha, Elaine Cassidy, Margarita Levieva, Kristin Lehman, Ric Reitz, Graham Beckel, Kathy Deitch, Dora Madison, Cindi Woods, Laura Cayouette, Barbara Dzikanowice, Kim Ormiston, Misty Ormiston, Griff Furst, Eric Dickinson, Dennis Raymond Bagneris, Leticia Jimenez, Bill Scharpf, Trace Cheramie",0
178,178,269646,228,1059,fifty shades of grey,2015,Sam Taylor-Johnson,"Dakota Johnson, Jamie Dornan, Jennifer Ehle, Eloise Mumford",fifty shades darker,2017,James Foley,"Dakota Johnson, Jamie Dornan, Eric Johnson, Rita Ora, Luke Grimes, Dylan Neal, Victor Rasuk, Eloise Mumford, Bella Heathcote, Max Martini, Kim Basinger, Marcia Gay Harden, Bruce Altman, Andrew Airlie, Robinne Lee, Amy Price-Francis, Fay Masterson, Ryker Brown, Logan Brown, John Callander, Carmen Dollard, Ellen Ewusie, Elizabeth McLaughlin, Albert Nicholas, Stephan Miers, Michael Meneer, Michael St. John Smith, Derek Green, Michelle Harrison, Mark DeCarlo, Bill Dow, Ashleigh LaThrop, Stephanie Florian, Julia Dominczak, Shiraine Haas, Colin Lawrence, Lucia Walters, Brooke Johnston, Paniz Zade, Carmel Amit, Isaiah Dobbs, Gala Crooner, Jose James, Otis Brown, Josh Hari, Rob Compton, Neezar Joseph Elferzeli, Ryan Mellors, Chris Murdoch, Gary Hudson",0
369,369,549638,1181,2155,the lone ranger,2013,Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",the equalizer,2014,Antoine Fuqua,"Denzel Washington, Marton Csokas, ChloÂ« Grace Moretz, David Harbour, Bill Pullman, Melissa Leo, Haley Bennett, David Meunier, Johnny Skourtis, Alex Veadov, Vladimir Kulich, E. Roger Mitchell, James Wilcox, Mike P. O'Dea, Anastasia Mousis, Allen Maldonado, Chris Lemieux, Mike Morrell, Matt Lasky, Shawn Fitzgibbon, Vitaliy Shtabnoy, Timothy John Smith, Timothy Smith, Robert Wahlberg, Steve Sweeney, Owen Burke, Luz Sanchez, John Romauldi, Johnny Messner, Patrick Coppola, William Xifaras, Jenny Johnson, Peter Haydu, Tait Fletcher, Mark Stefanich, Dan Bilzerian, Matthew Leonard, Elisala Baker, Yan Dron",0
256,256,394036,397,1557,the lost city of z,2016,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",guardians of the galaxy,2014,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Lee Pace, Bradley Cooper, Michael Rooker, Karen Gillan, Benicio Del Toro, Djimon Hounsou, John C. Reilly, Glenn Close, Ophelia Lovibond, Gregg Henry, Vin Diesel, Josh Brolin, Laura Haddock, Sean Gunn, Peter Serafinowicz, Christopher Fairbank, Krystian Godlewski, Wyatt Oleff, Janis Ahern, Solomon Mousley, Lindsay Morton, Robert Firth, Melia Kreiling, Tom Proctor, Nick Holmes, Max Wrottesley, Stan Lee, Nicole Alexandra Shipley, Sharif Atkins, Brendan Fehr, Tomas Arana, Mikaela Hoover, Emmet Scanlan, Dominic Grant, Spencer Wilding, Alison Lintott, Alexis Rodney, Nathan Fillion, Keeley Forsyth, Frank Gilhooley, Alexis Denisof, Enzo Cilenti, Richard Katz, Enoch Frost, Ronan Summers, Laura Ortiz, Marama Corlett, Rosie Jones, Abidemi Sobande, Alex Rose, Ekaterina Zalitko, Emily Redding, Stephen Blackehart, Jennifer Moylan-Taylor, Bruce MacKinnon, Ralph Ineson, Rob Zombie, Naomi Ryan, John Brotherton, Graham Shiels, James Gunn (II), Doug Robson, Rachel Cullen, Isabella Poynton, Imogen Poynton, David Yarovesky, Miriam Lucia",0
94,94,143405,1443,555,trumbo,2015,Jay Roach,"Bryan Cranston, Diane Lane, Helen Mirren, Louis C.K.",trumbo,2015,Jay Roach,"Bryan Cranston, Alan Tudyk, Diane Lane, Elle Fanning, Helen Mirren, John Goodman, Louis C.K., Michael Stuhlbarg, Richard Portnow, John Getz, Mark Harelik, Christian Berkel, Madison Wolfe, Dan Bakkedahl, David James Elliott, Roger Bart, Stephen Root, Adewale Akinnuoye-Agbaje, Dean O'Gorman, Dave Maldonado, Laura Flannery, Tobias McDowell Nichols, James DuMont, Joseph S. Martino, Johnny Sneed, Jason Bayle, Rio Hackford, Dane Rhodes, Peter Mackenzie, John Neisler, Sean Bridgers, Herbert P.J. Marshall, Meghan Wolfe, Mitchell Zakocs, John E. Moore, Jason Kirkpatrick, Wayne PÃ©re, A.J. Allegra, Mattie Liptak, Becca Nicole Preston, Garrett Hines, Christian LeBlanc, Ron Fassler, Jim Gleason, Rick Kelly, Billy Slaughter, Griff Furst, John Mark Skinner, Pete Anthony",1
474,474,722543,306,2770,the revenant,2015,Alejandro G. Irritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson",the drop,2014,MichaÂ«l R. Roskam,"Tom Hardy, Noomi Rapace, Matthias Schoenaerts, James Gandolfini, Michael Esper, Mike Houston, Morgan Spector, Chris Sullivan (XII), John Ortiz, Ann Dowd, James Frecheville, Elizabeth Rodriguez, Michael Aronov, Ross Bickell, Tobias Segal, Patricia Squire, Lucas Caleb Rooney, Jeremy Bobb, James Colby, Michael J. O'Hara, Scott Johnsen, Dave Brown, Jessica Tate, John Di Benedetto, Robert Turano, Erin Darke, Khan Baykal, Jack Dimich, Danny McCarthy, Cathy Trien",0
95,95,144156,1505,559,the secret life of walter mitty,2013,Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn",night at the museum: secret of the tomb,2014,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson, Steve Coogan, Ricky Gervais, Dan Stevens (IV), Rebel Wilson, Ben Kingsley, Skyler Gisondo, Rami Malek, Patrick Gallagher, Mizuo Peck, Crystal, Dick Van Dyke, Mickey Rooney, Bill Cobbs, Andrea Martin, Rachael Harris, Brad Garrett, Regina Taufen, Percy Hynes-White, Brennan Elliott, Kerry Van Der Griend, Matthew Harrison, Jody Racicot, Darryl Quon, Paul Chih-Ping Cheng, Gerald Wong, Matty Finochio, Patrick Sabongui, Amir M. Korangy, Louriza Tronco, Sophie Levy, Jin Sangha, James Neate, Kishore Bhatt, Arpit Chaudhary, Sian Doughty, Jordan Gardiner, Helena Kalvak, Shaun Lucas, Martyn Mayger, Orpheus Spiliotopoulos, Chris Woods",0
451,451,677975,2586,2619,the purge: anarchy,2014,James DeMonaco,"Frank Grillo, Carmen Ejogo, Zach Gilford, Kiele Sanchez",the similars,2016,Isaac Ezban,"Gustavo Sanchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, MarÂ­a Elena Olivares, MarÂ­a Elena Olivares, Catalina Salas, Santiago Torres, Alberto Estrella, Luis Alberti",0
169,169,244230,73,967,deadpool,2016,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein",deadpool,2016,Tim Miller,"Ryan Reynolds, Morena Baccarin, Ed Skrein, T.J. Miller, Gina Carano, Brianna Hildebrand, Karan Soni, Michael Benyaer, Style Dayne, Andre Tricoteux, Taylor Hickson, Jed Rees, Paul Lazenby, Ben Wilkinson, Kyle Cassie, Hugh Scott, Stefan Kapicic, Ayzee, Naika Toussaint, Randal Reeder, Isaac C. Singleton Jr., Justyn Shippelt, Donna Yamamoto, Cindy Piper, Emily Haine, Amir Aatash, Chad Riley, Paul Belsito, Darcey Johnson, Leslie Uggams, Kyle Rideout, Jason Day, Stan Lee, Rachel Shaw, Rob Hayter",1
69,69,103558,772,409,the neon demon,2016,Nicolas Winding Refn,"Elle Fanning, Christina Hendricks, Keanu Reeves, Karl Glusman",the beguiled,2017,Sofia Coppola,"Colin Farrell, Nicole Kidman, Kirsten Dunst, Elle Fanning, Oona Laurence, Angourie Rice, Emma Howard (VIII), Addison Riecke",0
305,305,447969,220,1797,the foreigner,2017,Martin Campbell,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",burying the ex,2015,Joe Dante,"Anton Yelchin, Ashley Greene, John Hora, Alexandra Daddario, Oliver Cooper, Ozioma Akagha, Mark Alan, Gabrielle Christian, Archie Hahn III, Stephanie Koenig, Wyndoline Landry, Katie Roberts, Mary Kate Wiles, Dick Miller, Julia Marchese, Mindy Robinson, Mary Woronov",0
48,48,70680,2445,283,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the dressmaker,2016,Jocelyn Moorhouse,"Kate Winslet, Liam Hemsworth, Hugo Weaving, Sarah Snook, Judy Davis, Caroline Goodall, Julia Blake, Shane Jacobson, Kerry Fox, Rebecca Gibney, James MacKay, Gyton Grantley, Barry Otto, Sacha Horler, Hayley Magnus, Alison Whyte, Shane Bourne, Olivia Sprague, Rachael Lorenz, GeneviÃ¨ve Lemon, Beulah Harridene, Muriel Pratt, Tracy Harvey, Simon Maiden, Terry Norris, Rory Potter, Darcey Wilson, Mark Leonard Winter, Eric Beach, Amanda Woodhams, Ed McSwiney, Stan Leman, Madeleine Hogan, Sage Barreda, Caroline Lee, Gregory Quinn, GeneviÃ¨ve Picot, Margot Knight, Jason Buckley, Fletcher Humphrys, Lucy Moir, Katia Nizic, Grace Rosebirch, Spike Hogan, Roy Barker, Alex DeVos, Judah Hobbs, Lanie Lane, Sandra Talty, Howard Cairns, Malcolm Cole, Simon Farrow, Richard Anastasios, Mike Snow, Adrienne Pickering, Charlotte Friels",0
341,341,514918,2700,2037,the man who knew infinity,2015,Matt Brown,"Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",the man who knew infinity,2016,Matt Brown,"Dev Patel, Jeremy Irons, Stephen Fry, Toby Jones, Jeremy Northam, Kevin McNally, Devika Bhise, Enzo Cilenti, Anthony Calf, Alexander Cooper, Shazad Latif, Richard Johnson, Padraic Delaney, Roman Green, Nicholas Agnew, Eleanor Inglis, Roger Narayan, Richard Cunningham, Alan Bentley, Elaine Caulfield, Arthur Wilde, Devlin Lloyd, Pat Carney, Dominic Cazenove, David Shaw Parker, Shenagh Govan, James Francis Andrews, James Thomas Scott, Thomas Bewley, Alex Bartram, Imogen Sage, Alexander Forsyth, Pip Barclay, Jon Lawes, Jack Philips, Adam Nicholas Patrick Hodge",1
373,373,561024,2731,2204,the gunman,2015,Pierre Morel,"Sean Penn, Idris Elba, Jasmine Trinca, Javier Bardem",the dark tower,2017,Nikolaj Arcel,"Idris Elba, Matthew McConaughey, Abbey Lee, Tom Taylor",0
397,397,607078,875,2372,the age of adaline,2015,Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford, Kathy Baker",the ballad of lefty brown,2017,Jared Moshe,"Bill Pullman, Kathy Baker, Jim Caviezel, Tommy Flanagan, Peter Fonda, Diego Josef, Joe Anderson (VI)",0
207,207,319152,2094,1277,beach rats,2017,Eliza Hittman,"Harris Dickinson, Madeline Weinstein, Kate Hodge, Neal Huff",beach rats,2017,Eliza Hittman,"Harris Dickinson, Madeline Weinstein, Kate Hodge, Erik Potempa",1
279,279,412905,394,1641,the house,2017,Andrew Jay Cohen,"Will Ferrell, Amy Poehler, Ryan Simpkins, Jason Mantzoukas",the water diviner,2015,Russell Crowe,"Russell Crowe, Isabel Lucas, Jai Courtney, Olga Kurylenko, Ryan Corr, Yilmaz Erdogan, Jacqueline McKenzie, Steve Bastoni, Salih Kalyon, Dylan Georgiades, Megan Gale, James Fraser, Ben O'Toole, Jackie Patterson, Ben Norris, Aidan Smith, Damon Herriman, Sophia Forrest, Dan Wylie, Christopher Sommers, Benedict Hardie, Michael Dorman, Max Benitz, Charles Allan, Ali Akdeniz, Robert Mammone, Deniz Akdeniz, Emrah Aksu, Thomas Unger, Jack Randall, Zev Eleftheriou, Bill Thompson, David Oliver, Asena GÂ­_ndÂ­_z, Aleyna GÂ­_ndÂ­_z, Abdullah Eraslan, Reverend Diogenis Patsouris, Mustafa Â­_zlÂ­_k, Serdar Ali Sagin, Ediz Nidai, Jason Honeychurch, George Ogilvie, Stewart Kirwan, Gazi Yalcin, Brad Turner, Fabian Hevia, Ethem Temizkanoglu, Varlam Nikoladze, Nigar Alkan Sen, Muammer Er, Ali Akkus, Agani Gecmez, Mustafa Konukcu, Mehmet Emin Kabakci",0
227,227,358718,1368,1416,on body and soul,2017,Ildik Enyedi,"Gza Morcsnyi, Alexandra Borbly, Zoltn Schneider, Ervin Nagy",on body and soul,2018,IldikÂ­_ Enyedi,"Alexandra BorbÂ­‚Â©ly, MorcsÂ­Â§nyi GÂ­‚Â©za, RÂ­‚Â©ka Tenki, ZoltÂ­Â§n Schneider, Ervin Nagy, Itala Bekes, Â­ va Bata, PÂ­Â§l MÂ­Â§csai, Zsuzsa JÂ­Â§rÂ­_, NÂ­_ra Rainer-Micsinyei",1
148,148,208649,2940,797,lbj,2016,Rob Reiner,"Woody Harrelson, Michael Stahl-David, Richard Jenkins, Jennifer Jason Leigh",lbj,2017,Rob Reiner,"Woody Harrelson, Jennifer Jason Leigh, Rich Sommer, Bill Pullman, C. Thomas Howell, Jeffrey Donovan, Richard Jenkins",1
143,143,203360,845,774,the hunger games: mockingjay - part 2,2015,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",the hunger games: mockingjay - part 2,2015,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Julianne Moore, Gwendoline Christie, Robert Knepper, Elden Henson, Wes Chatham, Woody Harrelson, Elizabeth Banks, Jena Malone, Stanley Tucci, Donald Sutherland, Sam Claflin, Michelle Forbes, Toby Jones, Willow Shields, Jeffrey Wright, Mahershala Ali, Evan Ross, Natalie Dormer, Philip Seymour Hoffman, Stef Dawson, Meta Golding, Joe Chrest, Omid Abtahi, Eugenie Bondurant, Patina Miller, Stephanie Jones, Michael Entrekin, Cameron Brinkman, Paula Malcomson, Misty Ormiston, Kim Ormiston, Mark Jeffrey Miller, April Grace, David Hallyday, Linds Edwards, Thomas Blake Jr., Cameron MacConomy, Desmond Phillips, Elle Graham, Lacy Dmitriew, Kate Rachesky, Phillip Trop Linger, Bear Lawrence, Theodore Lawrence, King, David Londoner, David London",1
334,334,501993,85,1987,the disaster artist,2017,James Franco,"James Franco, Dave Franco, Ari Graynor, Seth Rogen",the disaster artist,2017,James Franco,"James Franco, Seth Rogen, Dave Franco, Josh Hutcherson, Alison Brie, Zac Efron, Kate Upton, Jacki Weaver, Ari Graynor",1
180,180,270679,202,1061,captain america: the winter soldier,2014,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford",captain america: the winter soldier,2014,"Joe Russo, Anthony Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Anthony Mackie, Sebastian Stan, Frank Grillo, Robert Redford, Cobie Smulders, Georges St-Pierre, Hayley Atwell, Toby Jones, Emily VanCamp, Maximiliano Hernandez, Stan Lee, Callan Mulvey, Jenny Agutter, Bernard White, Alan Dale, Chin Han Ng, Garry Shandling, Salvator Xuereb, Brian Duffy, Zack Duhame, Adetokumboh M'Cormack, Christopher George Sarris, Aaron Himelstein, Allan Chanes, Gozie Agbo, Christopher Markus, Stephen McFeely, Pat Healy, Ed Brubaker, D.C. Pierson, Danny Pudi, Bernard Zilinskas, Branka Katic, Angela Russo, Angela Russo Otstot, Jon Sklaroff, Chad Todhunter, Abigail Marlowe, Jeremy Maxwell, Emerson Brooks, Evan Parke, Ricardo Chacon, Griffin M. Allen, Ann Russo, Joe Rosalina, Jody Hart, Steven Culp, Derek Hughes, Wendy Hoopes, Ethan Rains, Dominic Rains, Charles Wittman, Andy Martinez Jr., Michael DeGeus, Michael De Geus, Terence O'Rourke, Anne Grimenstein, Dante Rosalina, Robert Clotworthy, June Christopher, Gary Sinise, Gavin Greenaway",1
356,356,527009,1037,2077,the other woman,2014,Nick Cassavetes,"Cameron Diaz, Leslie Mann, Kate Upton, Nikolaj Coster-Waldau",the 33,2015,"Patricia Riggen, Patricia Richardson","Antonio Banderas, Rodrigo Santoro, James Brolin, Juliette Binoche, Cote de Pablo, Juan Pablo Raba, Kate del Castillo, Adriana Barraza, Lou Diamond Phillips, Gabriel Byrne, Naomi Scott, Bob Gunton, Paulina GarcÂ­a, Don Francisco, Mario Casas, Jacob Vargas, Oscar Nunez, Tenoch Huerta MejÂ­a, Marco Antonio TreviÂ±o, Elizabeth DeRazzo, Gustavo Angarita, Alejandro Goic, Raoul Pinno, Mario Zaragoza, CristiÂ¡n Campos, Jorge Diaz, Juan Pablo Auger, Leonardo Farkas, Fran Concha, Diego Noguera, Sebastian Apiolaza, Jorge Godoy, Marcelo Gutierrez, Carlos Talamilla, Trinidad GonzÂ¡lez, Fernanda Ramirez, Orlando Alfaro, Felipe lvarez, Ignacio DeVries, Luis Chaparro, Henri Bravo, Jaime Correa, Juan Carlos Solarte, William Winston, Santiago Carreno, Miguel Sierra, Nicolas Troya, Fernando Monge, Fredy Yate, Pedro Calvo, Henry Ortiz, Erik Rodriguez, Edwar Silva, Fernando Esterilla, Karolina Gonzalez, ngela GarcÂ­a, Daian Parra, Sojana Ortiz, Lorena GarcÂ­a, Rosa Garavito DeVargas, Montserrat Alvarez, Alexis Catepanopolus, Tim Willcox, Anderson Cooper, Michel Floquet, Salma AlJamal, Mario Kreutzberger, Habib Ghribi",0
131,131,190028,440,729,san andreas,2015,Brad Peyton,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Colton Haynes",san andreas,2015,Brad Peyton,"Dwayne Johnson, Carla Gugino, Alexandra Daddario, Paul Giamatti, Ioan Gruffudd, Archie Panjabi, Hugo Johnstone-Burt, Art Parkinson, Kylie Minogue, Hugo JohnstoneBurt, Will Yun Lee, Colton Haynes, Todd Williams, Matt Gerald, Alec Utgoff, Marissa Neitling, Morgan Griffin, Breanne Hill, Laurence Coy, Fiona Press, Dennis Coard, Ben McIvor, Nick Allen-Ducat, Nick Allen, Claire Lovering, Sophia Emberson-Bain, Sophia Emberson, Julian Shaw, Sofie Formica, Hugh Francis, Brad McMurray, John Brently Reynolds, Simone Kessell, Saskia Williscroft, Arabella Morton, Hayley Sullivan, Renee Somerfield, Joey D. Vieira, Ben Blankenship, Nikki Green, Barry Southgate, Nikki Greene, Calum Grant, Eduardo Ambriz DeColosio, Michael J. Asberry, Teirrah McNair, Michael Yamaguchi, Georgia Lockhart-Adams",1
